title,description,text,category,pubDate,link
Boris Johnson confirms he is attending COP27 in Egypt,Rishi Sunak is coming under growing pressure to do a U-turn on attending the UN climate summit.,Boris Johnson confirms he is attending COP27 in Egypt. Rishi Sunak is coming under growing pressure to do a U-turn on attending the UN climate summit.,politics,"Tue, 01 Nov 2022 18:23:28 GMT",https://www.bbc.co.uk/news/uk-politics-63478120?at_medium=RSS&at_campaign=KARANGA
Jeremy Hunt to confirm national living wage to rise to £11 an hour,"The move will affect two million of the lowest-paid workers, the chancellor will tell the Tory conference.","Jeremy Hunt to confirm national living wage to rise to £11 an hour. The move will affect two million of the lowest-paid workers, the chancellor will tell the Tory conference.",politics,"Sun, 01 Oct 2023 21:38:31 GMT",https://www.bbc.co.uk/news/uk-politics-66978109?at_medium=RSS&at_campaign=KARANGA
Labour attacks Sir Gavin Williamson over teachers 'insult' in leaked texts,The then education secretary appears to question teachers' work ethic in leaked pandemic texts.,Labour attacks Sir Gavin Williamson over teachers 'insult' in leaked texts. The then education secretary appears to question teachers' work ethic in leaked pandemic texts.,politics,"Thu, 02 Mar 2023 13:34:31 GMT",https://www.bbc.co.uk/news/uk-politics-64823708?at_medium=RSS&at_campaign=KARANGA
The timeline of Boris Johnson’s Partygate statements in House of Commons,"Mr Johnson is to face questions from the Privileges Committee on Wednesday, in a televised hearing.","The timeline of Boris Johnson’s Partygate statements in House of Commons. Mr Johnson is to face questions from the Privileges Committee on Wednesday, in a televised hearing.",politics,"Tue, 21 Mar 2023 17:46:47 GMT",https://www.bbc.co.uk/news/uk-politics-65030319?at_medium=RSS&at_campaign=KARANGA
Climate change: Decarbonising UK public buildings to cost £25-30bn,"The government estimates it will need £25-30bn to convert buildings to low-carbon heating, the BBC learns.","Climate change: Decarbonising UK public buildings to cost £25-30bn. The government estimates it will need £25-30bn to convert buildings to low-carbon heating, the BBC learns.",politics,"Sat, 05 Nov 2022 00:19:29 GMT",https://www.bbc.co.uk/news/uk-politics-63514562?at_medium=RSS&at_campaign=KARANGA
Politician touched two women on night out - report,"Rhys ab Owen touched and swore at two women while drunk on a night out, an investigation finds.","Politician touched two women on night out - report. Rhys ab Owen touched and swore at two women while drunk on a night out, an investigation finds.",politics,"Wed, 06 Mar 2024 21:57:11 GMT",https://www.bbc.co.uk/news/uk-wales-politics-68490882
Chancellor Kwasi Kwarteng to set out debt plan earlier than planned,The chancellor has been under pressure to say how he will pay for major tax cuts package.,Chancellor Kwasi Kwarteng to set out debt plan earlier than planned. The chancellor has been under pressure to say how he will pay for major tax cuts package.,politics,"Mon, 03 Oct 2022 23:06:38 GMT",https://www.bbc.co.uk/news/uk-politics-63123880?at_medium=RSS&at_campaign=KARANGA
Leasehold ban not included in housing reform law,"Ministers say the ban will be added to the law at a later stage, raising doubts about its inclusion.","Leasehold ban not included in housing reform law. Ministers say the ban will be added to the law at a later stage, raising doubts about its inclusion.",politics,"Wed, 29 Nov 2023 18:30:08 GMT",https://www.bbc.co.uk/news/uk-politics-67569517?at_medium=RSS&at_campaign=KARANGA
Independence referendum: Scottish government loses indyref2 court case,The Supreme Court rules that an independence referendum cannot be held without UK government's consent.,Independence referendum: Scottish government loses indyref2 court case. The Supreme Court rules that an independence referendum cannot be held without UK government's consent.,politics,"Wed, 23 Nov 2022 17:56:21 GMT",https://www.bbc.co.uk/news/uk-scotland-scotland-politics-63727562?at_medium=RSS&at_campaign=KARANGA
Vaughan Gething to become Wales' first black leader,Vaughan Gething narrowly beats Jeremy Miles to win the Welsh Labour leadership election.,Vaughan Gething to become Wales' first black leader. Vaughan Gething narrowly beats Jeremy Miles to win the Welsh Labour leadership election.,politics,"Sat, 16 Mar 2024 14:56:46 GMT",https://www.bbc.co.uk/news/uk-wales-politics-68500807
Chris Mason: Vivid interactions between Crown and parliament,"In the coming days, the new head of state, the King, and the PM will visit Edinburgh, Belfast and Cardiff.","Chris Mason: Vivid interactions between Crown and parliament. In the coming days, the new head of state, the King, and the PM will visit Edinburgh, Belfast and Cardiff.",politics,"Sat, 10 Sep 2022 23:03:12 GMT",https://www.bbc.co.uk/news/uk-politics-62866447?at_medium=RSS&at_campaign=KARANGA
Keir Starmer embraces Brexit slogan with 'take back control' pledge,"The Labour leader promises to transfer powers from Westminster and turn the slogan into a ""solution"".","Keir Starmer embraces Brexit slogan with 'take back control' pledge. The Labour leader promises to transfer powers from Westminster and turn the slogan into a ""solution"".",politics,"Thu, 05 Jan 2023 17:01:05 GMT",https://www.bbc.co.uk/news/uk-politics-64173370?at_medium=RSS&at_campaign=KARANGA
Local elections 2023: When are they and who can vote?,Voters in parts of England and in Northern Ireland will be able to elect new councillors in May.,Local elections 2023: When are they and who can vote?. Voters in parts of England and in Northern Ireland will be able to elect new councillors in May.,politics,"Wed, 29 Mar 2023 11:26:37 GMT",https://www.bbc.co.uk/news/uk-politics-65013652?at_medium=RSS&at_campaign=KARANGA
Tory leadership: Truss criticised for Macron 'jury is out' remark,"Labour accuses the foreign secretary of a ""woeful lack of judgement"" and insulting a close UK ally.","Tory leadership: Truss criticised for Macron 'jury is out' remark. Labour accuses the foreign secretary of a ""woeful lack of judgement"" and insulting a close UK ally.",politics,"Thu, 25 Aug 2022 22:01:28 GMT",https://www.bbc.co.uk/news/uk-politics-62682448?at_medium=RSS&at_campaign=KARANGA
England v South Africa: Issy Wong takes late wickets to boost hosts,Debutant Issy Wong takes two late wickets to aid England's push for victory over South Africa on day three of the one-off Test at Taunton.,England v South Africa: Issy Wong takes late wickets to boost hosts. Debutant Issy Wong takes two late wickets to aid England's push for victory over South Africa on day three of the one-off Test at Taunton.,sport,"Wed, 29 Jun 2022 18:35:35 GMT",https://www.bbc.co.uk/sport/cricket/61960047?at_medium=RSS&at_campaign=KARANGA
Young Sports Personality of the Year 2023: Snowboarder Mia Brookes wins award,Snowboarder Mia Brookes - Britain's first slopestyle world champion - is named BBC Young Sports Personality of the Year.,Young Sports Personality of the Year 2023: Snowboarder Mia Brookes wins award. Snowboarder Mia Brookes - Britain's first slopestyle world champion - is named BBC Young Sports Personality of the Year.,sport,"Tue, 19 Dec 2023 19:56:30 GMT",https://www.bbc.co.uk/sport/sports-personality/67714259?at_medium=RSS&at_campaign=KARANGA
Football Focus: Arsenal's Bukayo Saka and Eddie Nketiah reveal all in Honesty Cards,High flying Gunners Bukayo Saka and Eddie Nketiah learn all about each other as they face the Football Focus Honesty Cards.,Football Focus: Arsenal's Bukayo Saka and Eddie Nketiah reveal all in Honesty Cards. High flying Gunners Bukayo Saka and Eddie Nketiah learn all about each other as they face the Football Focus Honesty Cards.,sport,"Tue, 07 Mar 2023 10:47:12 GMT",https://www.bbc.co.uk/sport/av/football/64863913?at_medium=RSS&at_campaign=KARANGA
Which BBC pundit got his predictions spot on - and how did the others fare?,"Twenty-seven BBC pundits predicted who would win the 2022-23 Premier League title and finish in the top four. Who was spot on, and how did everyone else fare?","Which BBC pundit got his predictions spot on - and how did the others fare?. Twenty-seven BBC pundits predicted who would win the 2022-23 Premier League title and finish in the top four. Who was spot on, and how did everyone else fare?",sport,"Mon, 20 May 2024 15:38:31 GMT",https://www.bbc.co.uk/sport/football/69038051
Match of the Day 2 analysis: How Tottenham play to Harry Kane's strengths,"Match of the Day 2's Leon Osman and Nedum Onuoha discuss how Tottenham play to Harry Kane's strengths, and ask if he can break Alan Shearer's Premier League goalscoring record.","Match of the Day 2 analysis: How Tottenham play to Harry Kane's strengths. Match of the Day 2's Leon Osman and Nedum Onuoha discuss how Tottenham play to Harry Kane's strengths, and ask if he can break Alan Shearer's Premier League goalscoring record.",sport,"Mon, 06 Feb 2023 00:08:41 GMT",https://www.bbc.co.uk/sport/av/football/64532309?at_medium=RSS&at_campaign=KARANGA
World Cup 2022: Morocco dream over as they are beaten France in semi-final,"The World Cup dream is over for Morocco but there is no sadness, just sheer pride at their country's historic performance.","World Cup 2022: Morocco dream over as they are beaten France in semi-final. The World Cup dream is over for Morocco but there is no sadness, just sheer pride at their country's historic performance.",sport,"Wed, 14 Dec 2022 22:52:01 GMT",https://www.bbc.co.uk/sport/football/63979844?at_medium=RSS&at_campaign=KARANGA
"UCI Cycling World Championships 2023: Ben Wiggins, son of Sir Bradley, wins junior time trial silver","Great Britain's Ben Wiggins says he ""backed up the hype"" by winning silver at the Cycling World Championships in Scotland on Friday.","UCI Cycling World Championships 2023: Ben Wiggins, son of Sir Bradley, wins junior time trial silver. Great Britain's Ben Wiggins says he ""backed up the hype"" by winning silver at the Cycling World Championships in Scotland on Friday.",sport,"Fri, 11 Aug 2023 15:29:59 GMT",https://www.bbc.co.uk/sport/cycling/66477483?at_medium=RSS&at_campaign=KARANGA
Scotland going home? Sutton's predictions - final group games,BBC Sport's football expert Chris Sutton gives his predictions for the final round of group games at Euro 2024,Scotland going home? Sutton's predictions - final group games. BBC Sport's football expert Chris Sutton gives his predictions for the final round of group games at Euro 2024,sport,"Sat, 22 Jun 2024 22:02:33 GMT",https://www.bbc.com/sport/football/articles/cq55n7qek5eo
Sheff Utd promoted to Premier League with win over West Brom,Sheffield United beat West Brom to win promotion back to the Premier League after two years in the Championship.,Sheff Utd promoted to Premier League with win over West Brom. Sheffield United beat West Brom to win promotion back to the Premier League after two years in the Championship.,sport,"Wed, 26 Apr 2023 21:31:37 GMT",https://www.bbc.co.uk/sport/football/65319921?at_medium=RSS&at_campaign=KARANGA
Ronaldo says there 'are no limits for Man Utd' - but has his hat-trick broken a world record?,"Cristiano Ronaldo says there ""are no limits"" for Manchester United after his hat-trick helps them beat Tottenham Hotspur.","Ronaldo says there 'are no limits for Man Utd' - but has his hat-trick broken a world record?. Cristiano Ronaldo says there ""are no limits"" for Manchester United after his hat-trick helps them beat Tottenham Hotspur.",sport,"Sat, 12 Mar 2022 22:11:24 GMT",https://www.bbc.co.uk/sport/football/60723877?at_medium=RSS&at_campaign=KARANGA
Football Focus: Liverpool's Harvey Elliott and Fabio Carvalho take on Honesty Cards,Liverpool's Harvey Elliott and Fabio Carvalho put their friendship to the test with Honesty Cards.,Football Focus: Liverpool's Harvey Elliott and Fabio Carvalho take on Honesty Cards. Liverpool's Harvey Elliott and Fabio Carvalho put their friendship to the test with Honesty Cards.,sport,"Fri, 30 Sep 2022 08:18:27 GMT",https://www.bbc.co.uk/sport/av/football/63075337?at_medium=RSS&at_campaign=KARANGA
World Athletics Championships: GB's Keely Hodgkinson narrowly misses out on gold in dramatic 800m,Watch as Great Britain's Keely Hodgkinson wins silver after finishing just 0.08 seconds behind the USA's Athing Mu with a time of one minute 56.38 seconds.,World Athletics Championships: GB's Keely Hodgkinson narrowly misses out on gold in dramatic 800m. Watch as Great Britain's Keely Hodgkinson wins silver after finishing just 0.08 seconds behind the USA's Athing Mu with a time of one minute 56.38 seconds.,sport,"Mon, 25 Jul 2022 02:09:12 GMT",https://www.bbc.co.uk/sport/av/athletics/62287875?at_medium=RSS&at_campaign=KARANGA
US Open: Cameron Norrie and Dan Evans both reach New York second round,British pair Cameron Norrie and Dan Evans begin their US Open bids with routine wins over first-round opponents who could not cope with their level.,US Open: Cameron Norrie and Dan Evans both reach New York second round. British pair Cameron Norrie and Dan Evans begin their US Open bids with routine wins over first-round opponents who could not cope with their level.,sport,"Tue, 30 Aug 2022 23:05:04 GMT",https://www.bbc.co.uk/sport/tennis/62720093?at_medium=RSS&at_campaign=KARANGA
Jones avoids ban because of 'exceptional circumstances',British double Olympic taekwondo champion Jade Jones is cleared to compete at the 2024 Games after it was decided she will not face any sanctions over a doping violation.,Jones avoids ban because of 'exceptional circumstances'. British double Olympic taekwondo champion Jade Jones is cleared to compete at the 2024 Games after it was decided she will not face any sanctions over a doping violation.,sport,"Thu, 11 Jul 2024 17:39:04 GMT",https://www.bbc.com/sport/articles/cw4yk831041o
Frank Lampard must find striker or Everton's season could make dangerous false start,"Everton left themselves hostages to fortune by failing to replace Richarlison, and that flaw was brutally exposed in the defeat by Chelsea.","Frank Lampard must find striker or Everton's season could make dangerous false start. Everton left themselves hostages to fortune by failing to replace Richarlison, and that flaw was brutally exposed in the defeat by Chelsea.",sport,"Sat, 06 Aug 2022 20:37:08 GMT",https://www.bbc.co.uk/sport/football/62452951?at_medium=RSS&at_campaign=KARANGA
US Open: Emma Raducanu loses to Alize Cornet in New York,Emma Raducanu's return to the US Open - where she won the title as a qualifier last year - ends in a straight-set defeat by France's Alize Cornet in the first round.,US Open: Emma Raducanu loses to Alize Cornet in New York. Emma Raducanu's return to the US Open - where she won the title as a qualifier last year - ends in a straight-set defeat by France's Alize Cornet in the first round.,sport,"Wed, 31 Aug 2022 01:25:40 GMT",https://www.bbc.co.uk/sport/tennis/62733471?at_medium=RSS&at_campaign=KARANGA
MOTD2 analysis: Alan Shearer on how Newcastle got the edge on Tottenham,Former Newcastle captain and manager Alan Shearer explains how his old club's pressing and unity helped them beat Tottenham 2-1.,MOTD2 analysis: Alan Shearer on how Newcastle got the edge on Tottenham. Former Newcastle captain and manager Alan Shearer explains how his old club's pressing and unity helped them beat Tottenham 2-1.,sport,"Sun, 23 Oct 2022 23:04:07 GMT",https://www.bbc.co.uk/sport/av/football/63368384?at_medium=RSS&at_campaign=KARANGA
Saka withdraws from England squad because of injury,Bukayo Saka withdraws from the England squad for the forthcoming friendlies against Brazil and Belgium because of injury.,Saka withdraws from England squad because of injury. Bukayo Saka withdraws from the England squad for the forthcoming friendlies against Brazil and Belgium because of injury.,sport,"Thu, 21 Mar 2024 18:46:57 GMT",https://www.bbc.co.uk/sport/football/68630149
Horner and wife Geri in display of unity at GP,Red Bull team boss Christian Horner refuses to say whether messages leaked this week are genuine.,Horner and wife Geri in display of unity at GP. Red Bull team boss Christian Horner refuses to say whether messages leaked this week are genuine.,sport,"Sat, 02 Mar 2024 20:00:48 GMT",https://www.bbc.co.uk/sport/formula1/68457915
Livingstone to captain England with Buttler ruled out,All-rounder Liam Livingstone will captain England during their white-ball tour of the West Indies after Jos Buttler suffers a setback in his recovery from a calf injury.,Livingstone to captain England with Buttler ruled out. All-rounder Liam Livingstone will captain England during their white-ball tour of the West Indies after Jos Buttler suffers a setback in his recovery from a calf injury.,sport,"Mon, 21 Oct 2024 12:55:25 GMT",https://www.bbc.com/sport/cricket/articles/c99v9vd7r53o
"Champions League group stage: Quick reunions, nightmare groups and an all-British drama","From swift player reunions, all-British drama and nightmare groups, here are the key things to look out for as the Champions League returns this week.","Champions League group stage: Quick reunions, nightmare groups and an all-British drama. From swift player reunions, all-British drama and nightmare groups, here are the key things to look out for as the Champions League returns this week.",sport,"Mon, 05 Sep 2022 11:40:46 GMT",https://www.bbc.co.uk/sport/football/62703822?at_medium=RSS&at_campaign=KARANGA
Manchester United 0-1 Bayern Munich: Red Devils out of Europe with defeat by German champions,Manchester United fall to defeat by Bayern Munich at Old Trafford to exit the Champions League at the group stage.,Manchester United 0-1 Bayern Munich: Red Devils out of Europe with defeat by German champions. Manchester United fall to defeat by Bayern Munich at Old Trafford to exit the Champions League at the group stage.,sport,"Tue, 12 Dec 2023 22:26:27 GMT",https://www.bbc.co.uk/sport/football/67683302?at_medium=RSS&at_campaign=KARANGA
Arsenal dig deep - but at what cost as ominous gap opens up?,Arsenal dig deep for point against Liverpool - but at what cost as ominous gap with champions Manchester City opens up?,Arsenal dig deep - but at what cost as ominous gap opens up?. Arsenal dig deep for point against Liverpool - but at what cost as ominous gap with champions Manchester City opens up?,sport,"Sun, 27 Oct 2024 20:32:53 GMT",https://www.bbc.com/sport/football/articles/crmzz0j03vvo
Ingebrigtsen & Duplantis break world records,"Jakob Ingebrigtsen smashes the 3,000m world record before Armand Duplantis breaks his own pole vault world record at the Diamond League event in Silesia.","Ingebrigtsen & Duplantis break world records. Jakob Ingebrigtsen smashes the 3,000m world record before Armand Duplantis breaks his own pole vault world record at the Diamond League event in Silesia.",sport,"Sun, 25 Aug 2024 17:55:58 GMT",https://www.bbc.com/sport/athletics/articles/c89w1zeg1kko
75 golds on offer on penultimate day - what's happening when,Your day-by-day guide to what is happening when - and who to watch out for - at the Paris 2024 Paralympics.,75 golds on offer on penultimate day - what's happening when. Your day-by-day guide to what is happening when - and who to watch out for - at the Paris 2024 Paralympics.,sport,"Sat, 07 Sep 2024 20:18:50 GMT",https://www.bbc.com/sport/articles/cg4y131ge2ko
Shaw wants WSL leaders Man City to be 'unstoppable',"Striker Khadija Shaw says Manchester City want to be ""unstoppable"" after her hat-trick helps the Women's Super League leaders thrash Tottenham at Etihad Stadium.","Shaw wants WSL leaders Man City to be 'unstoppable'. Striker Khadija Shaw says Manchester City want to be ""unstoppable"" after her hat-trick helps the Women's Super League leaders thrash Tottenham at Etihad Stadium.",sport,"Fri, 08 Nov 2024 23:08:58 GMT",https://www.bbc.com/sport/football/articles/cpvz0wwv22mo
Australian Smith holds off England's Casey to win Players Championship and $3.6m,Cameron Smith claims the biggest win of his career as a Players Championship that featured storm delays and near freezing temperatures concludes in warm sunshine at TPC Sawgrass in Florida.,Australian Smith holds off England's Casey to win Players Championship and $3.6m. Cameron Smith claims the biggest win of his career as a Players Championship that featured storm delays and near freezing temperatures concludes in warm sunshine at TPC Sawgrass in Florida.,sport,"Mon, 14 Mar 2022 23:36:33 GMT",https://www.bbc.co.uk/sport/golf/60741213?at_medium=RSS&at_campaign=KARANGA
NFL issues warning after burglary gang targets Kelce and Mahomes,The NFL issues a security warning to players about a criminal network targeting their homes following a series of break-ins.,NFL issues warning after burglary gang targets Kelce and Mahomes. The NFL issues a security warning to players about a criminal network targeting their homes following a series of break-ins.,sport,"Thu, 21 Nov 2024 22:15:20 GMT",https://www.bbc.com/sport/american-football/articles/crmz04znprdo
Emma Hayes: Chelsea manager says lack of female coaches 'a massive issue',"Outgoing Chelsea manager Emma Hayes says a lack of female coaches in English football is ""a massive issue"" and urged the game to ""come up with more creative ways"" to address it.","Emma Hayes: Chelsea manager says lack of female coaches 'a massive issue'. Outgoing Chelsea manager Emma Hayes says a lack of female coaches in English football is ""a massive issue"" and urged the game to ""come up with more creative ways"" to address it.",sport,"Mon, 05 Feb 2024 00:12:49 GMT",https://www.bbc.co.uk/sport/football/68196964?at_medium=RSS&at_campaign=KARANGA
World Cup 2022: Why Lionel Scaloni's popularity can help Argentina win in Qatar,"As Argentina look to win the World Cup for the first time since 1986, BBC Sport takes a closer at manager Lionel Scaloni.","World Cup 2022: Why Lionel Scaloni's popularity can help Argentina win in Qatar. As Argentina look to win the World Cup for the first time since 1986, BBC Sport takes a closer at manager Lionel Scaloni.",sport,"Fri, 16 Dec 2022 07:32:11 GMT",https://www.bbc.co.uk/sport/football/63526754?at_medium=RSS&at_campaign=KARANGA
Rooney expected to be confirmed as Plymouth boss ,Wayne Rooney is expected to be confirmed as the head coach of Championship side Plymouth on Saturday after holding talks about the vacancy.,Rooney expected to be confirmed as Plymouth boss . Wayne Rooney is expected to be confirmed as the head coach of Championship side Plymouth on Saturday after holding talks about the vacancy.,sport,"Fri, 24 May 2024 22:31:08 GMT",https://www.bbc.com/sport/football/articles/cw44xx1w1d8o
Bruno Fernandes should not captain Manchester United again - Chris Sutton,Chris Sutton believes Bruno Fernandes should not captain Manchester United again following Sunday's humiliating 7-0 defeat by Liverpool.,Bruno Fernandes should not captain Manchester United again - Chris Sutton. Chris Sutton believes Bruno Fernandes should not captain Manchester United again following Sunday's humiliating 7-0 defeat by Liverpool.,sport,"Mon, 06 Mar 2023 22:48:45 GMT",https://www.bbc.co.uk/sport/football/64869709?at_medium=RSS&at_campaign=KARANGA
Rehan Ahmed says Ben Stokes is the reason for spinners' success in India,"England's young spinners are flourishing in India because of Ben Stokes' leadership, says Rehan Ahmed.","Rehan Ahmed says Ben Stokes is the reason for spinners' success in India. England's young spinners are flourishing in India because of Ben Stokes' leadership, says Rehan Ahmed.",sport,"Wed, 07 Feb 2024 18:04:07 GMT",https://www.bbc.co.uk/sport/cricket/68226049?at_medium=RSS&at_campaign=KARANGA
Women's World Cup 2023: Brazil legend Marta tears up when discussing her legacy,Brazil legend Marta is moved to tears in a news conference before what could be her 23rd and final Women's World Cup match.,Women's World Cup 2023: Brazil legend Marta tears up when discussing her legacy. Brazil legend Marta is moved to tears in a news conference before what could be her 23rd and final Women's World Cup match.,sport,"Tue, 01 Aug 2023 09:28:18 GMT",https://www.bbc.co.uk/sport/football/66371581?at_medium=RSS&at_campaign=KARANGA
Rassie Erasmus behaviour 'making South Africa so easy to dislike' - John Smit,"Director of rugby Rassie Erasmus' behaviour makes South Africa ""so easy to dislike"", says Springboks great John Smit.","Rassie Erasmus behaviour 'making South Africa so easy to dislike' - John Smit. Director of rugby Rassie Erasmus' behaviour makes South Africa ""so easy to dislike"", says Springboks great John Smit.",sport,"Mon, 21 Nov 2022 15:51:06 GMT",https://www.bbc.co.uk/sport/rugby-union/63705156?at_medium=RSS&at_campaign=KARANGA
Match of the Day analysis: Alan Shearer & Micah Richards react to VAR decisions against Liverpool,"Match of the Day pundits Gary Lineker, Alan Shearer and Micah Richards discuss the controversial VAR decisions which ruled out Luis Diaz's goal and saw Curtis Jones sent off for Liverpool against Tottenham.","Match of the Day analysis: Alan Shearer & Micah Richards react to VAR decisions against Liverpool. Match of the Day pundits Gary Lineker, Alan Shearer and Micah Richards discuss the controversial VAR decisions which ruled out Luis Diaz's goal and saw Curtis Jones sent off for Liverpool against Tottenham.",sport,"Sat, 30 Sep 2023 23:00:20 GMT",https://www.bbc.co.uk/sport/av/football/66974648?at_medium=RSS&at_campaign=KARANGA
Leeds United 0-3 Chelsea: Blues close in on Champions League and leave Whites in bottom three,"Leeds boss Jesse Marsch has a feeling of ""deja vu"" as his side concede early and have a player sent off - with their 3-0 defeat by Chelsea keeping them in the relegation zone.","Leeds United 0-3 Chelsea: Blues close in on Champions League and leave Whites in bottom three. Leeds boss Jesse Marsch has a feeling of ""deja vu"" as his side concede early and have a player sent off - with their 3-0 defeat by Chelsea keeping them in the relegation zone.",sport,"Wed, 11 May 2022 22:04:48 GMT",https://www.bbc.co.uk/sport/football/61316069?at_medium=RSS&at_campaign=KARANGA
Raducanu credits England after 'winning ugly' at Wimbledon,"Emma Raducanu makes a winning return to Wimbledon, but fellow Britons Heather Watson, Charles Broom, Liam Broady and Arthur Fery lose on day one.","Raducanu credits England after 'winning ugly' at Wimbledon. Emma Raducanu makes a winning return to Wimbledon, but fellow Britons Heather Watson, Charles Broom, Liam Broady and Arthur Fery lose on day one.",sport,"Mon, 01 Jul 2024 22:43:46 GMT",https://www.bbc.com/sport/tennis/articles/c97dl3j9w7no
Yoro set for Man Utd medical before £52m move ,"Leny Yoro, 18, could become Manchester United's second signing of the summer transfer window. ","Yoro set for Man Utd medical before £52m move . Leny Yoro, 18, could become Manchester United's second signing of the summer transfer window. ",sport,"Wed, 17 Jul 2024 13:46:00 GMT",https://www.bbc.com/sport/football/articles/c3gdndnev5lo
"US Open: Cameron Norrie through in New York, Dan Evans out","Cameron Norrie reaches the US Open last 16 for the first time with a composed win over Denmark's Holger Rune, but fellow Briton Dan Evans is out.","US Open: Cameron Norrie through in New York, Dan Evans out. Cameron Norrie reaches the US Open last 16 for the first time with a composed win over Denmark's Holger Rune, but fellow Briton Dan Evans is out.",sport,"Sun, 04 Sep 2022 01:02:16 GMT",https://www.bbc.co.uk/sport/tennis/62782835?at_medium=RSS&at_campaign=KARANGA
The best stats from the 2024 Games,BBC Sport looks at the best stats from the 2024 Paris Games,The best stats from the 2024 Games. BBC Sport looks at the best stats from the 2024 Paris Games,sport,"Sun, 11 Aug 2024 22:06:11 GMT",https://www.bbc.com/sport/olympics/articles/cy0rnpp14dvo
'Best in league' Foden scores twice as Man City fight back to win derby,Phil Foden scores twice to help Manchester City come from behind to beat Manchester United at Etihad Stadium.,'Best in league' Foden scores twice as Man City fight back to win derby. Phil Foden scores twice to help Manchester City come from behind to beat Manchester United at Etihad Stadium.,sport,"Sun, 03 Mar 2024 19:05:32 GMT",https://www.bbc.co.uk/sport/football/68395537
Murray buzzer-beater helps Nuggets beat Lakers,Jamal Murray scores at the buzzer as defending champions Denver Nuggets beat the Los Angeles Lakers 101-99 to take a 2-0 lead in their NBA play-offs first-round series.,Murray buzzer-beater helps Nuggets beat Lakers. Jamal Murray scores at the buzzer as defending champions Denver Nuggets beat the Los Angeles Lakers 101-99 to take a 2-0 lead in their NBA play-offs first-round series.,sport,"Tue, 23 Apr 2024 08:30:22 GMT",https://www.bbc.com/sport/basketball/videos/cxe8jr4v67jo
Luther Burrell: Former England centre says racism is 'rife' in rugby union,"Former England centre Luther Burrell says he wants to ""empower younger generations"" after detailing his experiences of racism in rugby union","Luther Burrell: Former England centre says racism is 'rife' in rugby union. Former England centre Luther Burrell says he wants to ""empower younger generations"" after detailing his experiences of racism in rugby union",sport,"Sun, 26 Jun 2022 17:03:50 GMT",https://www.bbc.co.uk/sport/rugby-union/61942082?at_medium=RSS&at_campaign=KARANGA
England v India: Hosts win third T20 despite Suryakumar Yadav's hundred,England hold on for a consolation victory in the third Twenty20 against India despite Suryakumar Yadav's sensational century at Trent Bridge.,England v India: Hosts win third T20 despite Suryakumar Yadav's hundred. England hold on for a consolation victory in the third Twenty20 against India despite Suryakumar Yadav's sensational century at Trent Bridge.,sport,"Sun, 10 Jul 2022 18:01:30 GMT",https://www.bbc.co.uk/sport/cricket/62114765?at_medium=RSS&at_campaign=KARANGA
'We wanted to win for him' - Ramsdale's rollercoaster as Arsenal go top,Aaron Ramsdale is eventually left smiling after Arsenal spare the England goalkeeper's blushes and beat Brentford to move top of the Premier League.,'We wanted to win for him' - Ramsdale's rollercoaster as Arsenal go top. Aaron Ramsdale is eventually left smiling after Arsenal spare the England goalkeeper's blushes and beat Brentford to move top of the Premier League.,sport,"Sat, 09 Mar 2024 22:40:39 GMT",https://www.bbc.co.uk/sport/football/68525893
Bill Russell: NBA leads tributes after Boston Celtics great dies at the age of 88,American basketball great Bill Russell has died at the age of 88.,Bill Russell: NBA leads tributes after Boston Celtics great dies at the age of 88. American basketball great Bill Russell has died at the age of 88.,sport,"Sun, 31 Jul 2022 18:16:43 GMT",https://www.bbc.co.uk/sport/basketball/62372000?at_medium=RSS&at_campaign=KARANGA
'Draper running with the baton passed by Murray',"Britain's Jack Draper - Vogue model, Oasis fan and now Grand Slam quarter-finalist - shows the future is bright in the first major since Andy Murray's retirement.","'Draper running with the baton passed by Murray'. Britain's Jack Draper - Vogue model, Oasis fan and now Grand Slam quarter-finalist - shows the future is bright in the first major since Andy Murray's retirement.",sport,"Mon, 02 Sep 2024 22:48:28 GMT",https://www.bbc.com/sport/tennis/articles/c36n28l9dd2o
England families hit by beer cups 'from all angles',England defender Ezri Konsa says the families of players were hit by beer cups after their goalless draw with Slovenia.,England families hit by beer cups 'from all angles'. England defender Ezri Konsa says the families of players were hit by beer cups after their goalless draw with Slovenia.,sport,"Thu, 27 Jun 2024 21:45:09 GMT",https://www.bbc.com/sport/football/articles/c51ydjq3jggo
Eddie Jones: England boss praises 'finishers' after dramatic 25-25 draw against New Zealand,"England head coach Eddie Jones praised his ""finishers"" after a stunning late comeback secured a 25-25 draw with New Zealand.","Eddie Jones: England boss praises 'finishers' after dramatic 25-25 draw against New Zealand. England head coach Eddie Jones praised his ""finishers"" after a stunning late comeback secured a 25-25 draw with New Zealand.",sport,"Sat, 19 Nov 2022 22:06:46 GMT",https://www.bbc.co.uk/sport/rugby-union/63689453?at_medium=RSS&at_campaign=KARANGA
Man Utd's Ratcliffe wants 'national stadium in north',"New Manchester United co-owner Sir Jim Ratcliffe says his ""preference"" is to build a new stadium that can also ""serve the north of England"".","Man Utd's Ratcliffe wants 'national stadium in north'. New Manchester United co-owner Sir Jim Ratcliffe says his ""preference"" is to build a new stadium that can also ""serve the north of England"".",sport,"Wed, 21 Feb 2024 18:01:39 GMT",https://www.bbc.co.uk/sport/football/68361025
